"trait","speed","growth_curve","mort_curve","fitness","NCE_CE","mu_g"
0,1,1,0.449999689917493,0.550000310082507,0,0.449999689917493
0.01,0.99,0.998878923766816,0.44567361,0.553205313766816,0.00251546469889434,0.446173804848485
0.02,0.98,0.997737556561086,0.441349243376545,0.556388313184541,0.00512619761530616,0.442350035311639
0.03,0.97,0.996575342465753,0.437026640906122,0.559548701559631,0.00783626720592129,0.438528450668686
0.04,0.96,0.995391705069124,0.432705855458825,0.562685849610299,0.0106499481639536,0.434709123308172
0.05,0.95,0.994186046511628,0.428386942015093,0.565799104496535,0.0135717336784912,0.430892128810503
0.06,0.94,0.992957746478873,0.424069957770832,0.568887788708041,0.0166063485330229,0.427077546123817
0.07,0.93,0.991706161137441,0.419754962248802,0.571951198888639,0.0197587631081852,0.42326545775148
0.08,0.92,0.99043062200957,0.415442017416696,0.574988604592873,0.0230342083594115,0.419455949952123
0.09,0.91,0.989130434782609,0.411131187812406,0.577999246970202,0.0264381918463237,0.415649112953202
0.1,0.9,0.987804878048781,0.406822540676952,0.580982337371829,0.0299765148974458,0.411845041179136
0.11,0.89,0.986453201970443,0.402516146095637,0.583937055874806,0.0336552910012659,0.408043833495202
0.12,0.88,0.985074626865672,0.398212077148022,0.58686254971765,0.0374809655227512,0.404245593468447
0.13,0.87,0.983668341708543,0.393910410067346,0.589757931641196,0.0414603368534104,0.400450429647008
0.14,0.86,0.982233502538071,0.389611224410093,0.592622278127978,0.0456005791127528,0.396658455859371
0.15,0.85,0.980769230769231,0.38531460323645,0.595454627532781,0.0499092665298443,0.392869791535203
0.16,0.84,0.979274611398964,0.381020633302473,0.598253978096491,0.0543943996455003,0.389084562049615
0.17,0.83,0.977748691099476,0.376729405264836,0.601019285834641,0.059064433488756,0.385302899092817
0.18,0.82,0.976190476190476,0.372441013899115,0.603749462291362,0.0639283078956851,0.381524941067386
0.19,0.81,0.974598930481283,0.368155558332654,0.60644337214863,0.0689954801545192,0.377750833515535
0.2,0.8,0.972972972972973,0.363873142293135,0.609099830679838,0.0742759601786001,0.373980729579055
0.21,0.79,0.971311475409836,0.359593874374072,0.611717601035764,0.0797803484280725,0.370214790494826
0.22,0.78,0.969613259668508,0.355317868318575,0.614295391349933,0.0855198768226516,0.366453186129129
0.23,0.77,0.967877094972067,0.351045243322824,0.616831851649243,0.0915064529115198,0.362696095554318
0.24,0.76,0.966101694915254,0.346776124360847,0.619325570554407,0.0977527075926139,0.358943707671754
0.25,0.75,0.964285714285714,0.34251064253232,0.621775071753394,0.104272046702653,0.355196221885369
0.26,0.74,0.96242774566474,0.338248935435279,0.624178810229461,0.111078706831434,0.35145384883065
0.27,0.73,0.960526315789474,0.333991147565801,0.626535168223672,0.118187815749666,0.347716811164396
0.28,0.72,0.958579881656805,0.3297374307469,0.628842450909905,0.125615457879238,0.343985344421148
0.29,0.71,0.956586826347305,0.325487944589099,0.631098881758207,0.133378745278877,0.340259697942907
0.3,0.7,0.954545454545455,0.321242856985381,0.633302597560074,0.141495894667049,0.336540135889447
0.31,0.69,0.952453987730061,0.317002344643455,0.635451643086606,0.14998631105841,0.332826938337412
0.32,0.68,0.950310559006211,0.312766593658579,0.637543965347633,0.158870678650645,0.329120402477328
0.33,0.67,0.94811320754717,0.308535800130482,0.639577407416688,0.168171059665967,0.325420843918718
0.34,0.66,0.945859872611465,0.304310170828297,0.641549701783168,0.177911001926659,0.321728598114766
0.35,0.65,0.943548387096774,0.300089923907756,0.643458463189019,0.188115656027752,0.318044021919331
0.36,0.64,0.941176470588235,0.29587528968537,0.645301180902865,0.198811903063338,0.314367495290706
0.37,0.63,0.938741721854305,0.291666511474775,0.64707521037953,0.210028493967136,0.310699423158314
0.38,0.62,0.936241610738255,0.287463846490915,0.64877776424734,0.221796201644299,0.307040237470583
0.39,0.61,0.933673469387755,0.283267566828368,0.650405902559387,0.234147987201204,0.303390399444591
0.4,0.6,0.931034482758621,0.279077960520712,0.651956522237909,0.247119181725069,0.299750402040765
0.41,0.59,0.928321678321678,0.274895332688571,0.653426345633107,0.260747685227257,0.296120772689007
0.42,0.58,0.925531914893617,0.270720006784767,0.65481190810885,0.275074184545171,0.292502076296185
0.43,0.57,0.922661870503597,0.266552325945869,0.656109544557728,0.290142392199978,0.288894918569012
0.44,0.56,0.91970802919708,0.26239265446042,0.65731537473666,0.305999308433503,0.285299949691092
0.45,0.55,0.916666666666667,0.258241379365203,0.658425287301464,0.32269550890016,0.281717868398403
0.46,0.54,0.913533834586466,0.254098912182094,0.659434922404372,0.340285460771945,0.278149426503856
0.47,0.53,0.91030534351145,0.249965690809417,0.660339652702034,0.358827870329357,0.274595433929003
0.48,0.52,0.906976744186046,0.245842181583142,0.661134562602905,0.378386065462464,0.271056764309618
0.49,0.51,0.903543307086614,0.241728881524968,0.661814425561646,0.399028416897808,0.267534361252035
0.5,0.5,0.9,0.237626320796098,0.662373679203902,0.420828802402777,0.264029245328998
0.51,0.49,0.896341463414634,0.23353506537754,0.662806398037094,0.443867118703515,0.2605425219178
0.52,0.48,0.892561983471074,0.22945572,0.663106263471074,0.468229846390082,0.25707539
0.53,0.47,0.888655462184874,0.225388931348833,0.663266530836041,0.494010673677666,0.253629152061571
0.54,0.46,0.884615384615385,0.221335391572255,0.663279993043129,0.521311185549591,0.250205225255593
0.55,0.45,0.880434782608696,0.217295842123918,0.663138940484778,0.550241625530597,0.246805154017289
0.56,0.44,0.876106194690266,0.213271077974173,0.662835116716093,0.58092173813056,0.243430624354359
0.57,0.43,0.871621621621622,0.209261952227855,0.662359669393767,0.613481700861673,0.240083480075368
0.58,0.42,0.86697247706422,0.205269381190143,0.661703095874077,0.648063155666431,0.236765741266938
0.59,0.41,0.86214953271028,0.201294349926122,0.660855182784158,0.684820350597584,0.233479625388564
0.6,0.4,0.857142857142857,0.197337918363907,0.65980493877895,0.723921403658991,0.230227571424558
0.61,0.39,0.851941747572815,0.193401227995698,0.658540519577117,0.765549701837869,0.227012267618882
0.62,0.38,0.846534653465347,0.1894855092357,0.657049144229647,0.809905449517826,0.223836683424628
0.63,0.37,0.840909090909091,0.185592089498461,0.65531700141063,0.857207381633731,0.220704106430603
0.64,0.36,0.835051546391753,0.181722402065683,0.65332914432607,0.907694658078687,0.217618185189768
0.65,0.35,0.828947368421053,0.177877995813598,0.651069372607454,0.961628956952026,0.214582979076722
0.66,0.34,0.82258064516129,0.174060545876507,0.648520099284783,1.01929678518063,0.211603016555754
0.67,0.33,0.815934065934066,0.170271865324301,0.645662200609765,1.08101202577044,0.208683363562443
0.68,0.32,0.808988764044944,0.166513917932497,0.642474846112447,1.14711874134443,0.205829704111003
0.69,0.31,0.801724137931034,0.162788832121458,0.638935305809577,1.2179942535679,0.203048435764399
0.7,0.3,0.794117647058823,0.159098916136252,0.635018730922572,1.29405251739654,0.200346783282687
0.71,0.29,0.786144578313253,0.15544667452865,0.630697903784603,1.37574780763375,0.197732934649471
0.72,0.28,0.777777777777778,0.15183482598642,0.625942951791358,1.46357873286658,0.195216204839683
0.73,0.27,0.768987341772152,0.148266322530307,0.620721019241845,1.55809258829245,0.192807234236942
0.74,0.26,0.75974025974026,0.144744370063293,0.614995889676966,1.65989005413254,0.1905182306816
0.75,0.25,0.75,0.141272450206693,0.608727549793307,1.76963024025017,0.188363266942257
0.76,0.24,0.73972602739726,0.13785434328961,0.60187168410765,1.88803607047727,0.18635864926188
0.77,0.23,0.72887323943662,0.134494152267825,0.594379087168795,2.01589999261434,0.184523377990639
0.78,0.22,0.717391304347826,0.13119632723021,0.586194977117616,2.15408999335995,0.182879728866354
0.79,0.21,0.705223880597015,0.12796569,0.577258190597015,2.30355589379454,0.181453994285714
0.8,0.2,0.692307692307692,0.124807458149263,0.567500234158429,2.46533590423999,0.180277439548935
0.81,0.19,0.678571428571428,0.121727267513109,0.556844161058319,2.64056343328298,0.179387552124582
0.82,0.18,0.663934426229508,0.118731192012716,0.545203234216792,2.83047418351953,0.178829696611745
0.83,0.17,0.648305084745763,0.115825759273734,0.532479325472029,3.03641363941391,0.178659341101968
0.84,0.16,0.631578947368421,0.113017960165354,0.518560987203067,3.25984517940821,0.178945103595144
0.85,0.15,0.613636363636364,0.11031525,0.503321113636364,3.50235925099781,0.179773
0.86,0.14,0.594339622641509,0.107725538751085,0.486614083890424,3.76568436845625,0.181252493771667
0.87,0.13,0.573529411764706,0.105257167308858,0.468272244455848,4.0517011728417,0.183525317359034
0.88,0.12,0.551020408163265,0.102918866562853,0.448101541600412,4.36246148865757,0.186778683762215
0.89,0.11,0.526595744680851,0.100719696054466,0.425876048626385,4.70021528920366,0.191265685436765
0.9,0.1,0.5,0.0986689591819535,0.401331040818046,5.06744982561294,0.197337918363907
0.91,0.09,0.470930232558139,0.096776092568465,0.374154139989674,5.46694698453098,0.205499850886123
0.92,0.08,0.439024390243902,0.0950505283184391,0.343973861925463,5.90186735077066,0.216503981169778
0.93,0.07,0.403846153846154,0.0935015295513015,0.310344624294852,6.37587266234778,0.231527596984175
0.94,0.0599999999999999,0.364864864864865,0.0921380018085676,0.272726863056297,6.89330268367158,0.252526375327185
0.95,0.0499999999999999,0.321428571428571,0.0909682855732837,0.230460285855287,7.45942857222228,0.283012444005772
0.96,0.04,0.272727272727273,0.0899999379834986,0.182727334743774,8.08081364907242,0.329999772606161
0.97,0.03,0.217741935483871,0.0892395144986172,0.128502420985254,8.76582609073081,0.409840733252908
0.98,0.02,0.155172413793104,0.0886923633290285,0.0664800504640751,9.52537010512143,0.571573008120406
0.99,0.01,0.0833333333333334,0.0883624463890181,-0.00502911305568471,10.3739394293252,1.06034935666822
1,0,0,0.0882522,-0.0882522,11.33116228264,Inf
